f_gender,f_age,f_height,f_shoe_size*,f_number_of_pets*,f_platinum_albums*,f_weekly_workouts*,f_number_of_siblings*,f_pokemon_collected*,f_facebook_friends_count,f_facebook_photos_count,m_gender,m_age,m_height,m_shoe_size*,m_number_of_pets*,m_platinum_albums*,m_weekly_workouts*,m_number_of_siblings*,m_pokemon_collected*,m_facebook_friends_count,m_facebook_photos_count,members_became_friends
female,23,61,6,8.5,7.5,8.5,7.5,7,614,418,male,23,72,6.5,8,7.5,8,7.5,7,902,225,TRUE
female,23,67,6,7.5,7.5,7.5,7.5,7.5,887,230,male,29,68,5.5,7.5,7.5,8,7.5,7.5,834,209,TRUE
female,25,71,4.5,7.5,7.5,7.5,7.5,7.5,681,635,male,27,74,4,8,6.5,7.5,7,7,827,556,FALSE
female,24,59,5,7.5,7.5,7.5,7,7.5,1818,511,male,25,71,5,8,7,7.5,8,7.5,997,152,TRUE
female,23,67,7,7.5,7.5,7.5,7.5,7.5,1403,481,male,24,71,6.5,8,8,8,7.5,7.5,1240,459,FALSE
female,26,64,5.5,7.5,7.5,7.5,7.5,6.5,1027,568,male,26,66,6.5,8,7.5,7.5,7.5,7.5,845,327,FALSE
female,25,63,6.5,7.5,7.5,7.5,7.5,7.5,814,230,male,24,68,5.5,8,7.5,8,7.5,7.5,1104,409,TRUE
female,23,67,5.5,8,7,7.5,7,7.5,459,230,male,22,70,5.5,8,7.5,7.5,7,7,525,174,FALSE
female,25,65,6,8,7.5,8,8,7.5,1384,579,male,24,68,5.5,8,7,7.5,7.5,7.5,518,144,FALSE
female,27,69,6,7.5,7,7.5,7.5,7.5,535,215,male,31,73,6,7.5,7.5,7.5,7.5,7.5,506,205,TRUE
female,25,69,6,8,7.5,8,7.5,7.5,1187,419,male,26,73,6,8,7.5,8,7.5,7.5,881,292,TRUE
female,24,66,7.5,8,8,8,8.5,7,1144,584,male,25,74,7,7,7,7,7,7,1191,295,TRUE
female,28,71,8,7.5,7.5,7.5,7.5,7.5,1292,456,male,30,70,8,8,7.5,8,7.5,7.5,619,462,TRUE
female,22,64,6.5,8.5,7.5,8,7,7,887,800,male,24,76,6.5,8,7.5,8,8,7.5,1062,412,TRUE
female,28,67,5,8,7.5,8,7,7.5,770,469,male,27,73,7,8.5,7.5,8,8,8,654,416,FALSE
female,23,66,6.5,7.5,7.5,7.5,8,7.5,1100,230,male,23,73,6.5,7.5,7.5,7.5,7.5,7,883,229,FALSE
female,25,61,7.5,8,7.5,8,7,7.5,2289,526,male,24,74,6.5,8,7.5,8,7.5,7.5,1438,516,TRUE
female,24,67,4,8,7.5,8,8,7.5,1035,508,male,24,73,5.5,7.5,8,7.5,7.5,7.5,980,349,TRUE
female,23,68,4.5,8,7.5,7.5,7.5,7,1131,404,male,23,72,4.5,8,7.5,8,8,7.5,1372,423,FALSE
female,25,66,6.5,7.5,7.5,7.5,7.5,7.5,801,490,male,23,70,6,7.5,7.5,7.5,7.5,7.5,789,261,TRUE
female,26,64,6.5,7.5,7.5,7.5,8,7.5,1357,401,male,29,75,6,7.5,7.5,8,8,7.5,336,62,FALSE
female,32,61,4.5,7.5,7,7.5,7,7,260,74,male,32,72,6.5,8,7.5,8,7,7.5,836,75,FALSE
female,25,63,4.5,7.5,7,7.5,7,7,660,396,male,26,70,5.5,7.5,7,8.5,7.5,7.5,860,404,FALSE
female,23,67,4.5,7.5,7,7.5,7.5,7.5,937,405,male,24,68,6,8,7,8,7,7.5,868,403,FALSE
female,25,62,6.5,8,7.5,8,7.5,7.5,862,515,male,25,69,7,8.5,8,8,8.5,7.5,734,287,FALSE
female,28,68,7,8,7,7.5,7.5,7,1106,496,male,28,67,7.5,7.5,7,7.5,7,7.5,2225,230,TRUE
female,26,64,5,7.5,7.5,7.5,7.5,7.5,1098,418,male,27,72,5,7.5,7,7.5,7.5,7.5,533,449,FALSE
female,23,66,5.5,8,7.5,8,7.5,7.5,861,400,male,24,73,7,7.5,7.5,7.5,8,7.5,1170,230,TRUE
female,26,67,5.5,8,6.5,8,8,7.5,768,604,male,25,69,6.5,8,7.5,7.5,8,7.5,1410,553,FALSE
female,28,62,5.5,7.5,7.5,7.5,7.5,7.5,1062,221,male,26,71,5,7.5,7.5,7.5,7.5,7.5,343,222,TRUE
female,23,69,5,7.5,7.5,7.5,7.5,7.5,341,227,male,26,75,5,8,7.5,8,7.5,7.5,912,219,TRUE
female,23,66,5,7.5,7.5,7.5,8.5,7.5,1001,426,male,26,71,4.5,8,8,8,8,8,1469,208,TRUE
female,23,66,4.5,7.5,7.5,7.5,7.5,7,801,319,male,24,72,6,8,7.5,7.5,7.5,7.5,954,248,FALSE
female,25,68,6.5,8,7.5,8,8,7.5,380,468,male,24,68,5,8,8,8,8,7.5,1390,471,TRUE
female,24,64,5,8,7.5,8,7,7.5,1468,481,male,26,74,5.5,7.5,8,7.5,7.5,7.5,1107,425,FALSE
female,26,68,5.5,7.5,7.5,7.5,7,7,503,230,male,26,72,6,7.5,7.5,7.5,7.5,7.5,1609,227,FALSE
female,24,67,7,7.5,7.5,7.5,7.5,7,997,230,male,25,75,7,7.5,7.5,7.5,7,7.5,864,230,FALSE
female,27,68,5.5,7.5,8,8,7.5,7.5,504,212,male,27,71,6.5,7.5,7.5,7.5,7.5,7.5,653,208,FALSE
female,29,62,6,7.5,7.5,7.5,7.5,7,755,230,male,28,72,5.5,8.5,7.5,8,7.5,7.5,503,227,TRUE
female,26,62,6,8,7,8,7,7.5,428,511,male,24,63,5,8,7,7.5,7,7.5,1016,190,TRUE
female,22,62,6.5,8,7.5,8,8.5,7.5,1680,445,male,25,72,5.5,7.5,7.5,7.5,7.5,7.5,1979,408,TRUE
female,24,62,4.5,8,7,8,7.5,7.5,384,606,male,24,67,4.5,7.5,7,7.5,7,7.5,521,205,FALSE
female,22,68,6,7.5,7.5,7.5,8,7.5,1378,218,male,23,72,6,7.5,7.5,7.5,7.5,7.5,536,207,TRUE
female,26,68,5.5,7.5,7.5,7.5,8,7,851,432,male,26,72,6,7.5,7.5,8,7.5,7.5,660,171,FALSE
female,25,65,7,8,7.5,7.5,7.5,7,895,562,male,26,72,6.5,7.5,7,7.5,7.5,7.5,978,600,FALSE
female,25,64,5.5,8,7.5,8,7.5,7.5,1021,566,male,26,67,4.5,8,7.5,8,7.5,7.5,1001,426,FALSE
female,24,66,6,7.5,7.5,7.5,7.5,7.5,860,453,male,23,72,6,7.5,7.5,7.5,7.5,7.5,653,355,FALSE
female,23,63,5.5,7.5,7.5,8,7.5,7.5,715,230,male,26,69,7,8,7.5,7.5,7.5,7.5,778,447,FALSE
female,25,66,6,8,7.5,7.5,8,8,1269,579,male,26,71,6,8,7.5,8,8,7.5,678,419,FALSE
female,29,66,6,7.5,7.5,8,7,7,752,467,male,27,72,6,8,7.5,8,7,7.5,671,115,TRUE
female,25,64,7.5,7.5,7.5,8,7.5,7,1888,832,male,26,74,7.5,8,7.5,8,7.5,7.5,1119,477,FALSE
female,23,65,6,7.5,7.5,7.5,7.5,7.5,761,221,male,24,74,6,7.5,7.5,8,7.5,7.5,428,214,FALSE
female,24,66,7,8,7.5,8,7.5,7.5,803,498,male,23,77,6,7.5,7.5,7.5,8.5,7.5,876,448,FALSE
female,26,63,7.5,7.5,8,7.5,7.5,7,1257,488,male,26,75,5.5,8.5,7.5,8,7,7.5,609,429,TRUE
female,25,68,6,8,7.5,8.5,8,7.5,1564,230,male,23,71,7,8,7.5,8,8,8,1078,508,FALSE
female,23,63,6.5,8,7.5,8,7.5,7.5,889,509,male,24,73,5.5,8,7,8,7.5,7.5,1194,439,FALSE
female,27,69,7,8,7,7.5,7.5,7.5,1298,534,male,28,71,6.5,8,7.5,7.5,7.5,7.5,390,97,FALSE
female,27,63,7,8,7.5,8,7.5,7.5,1249,230,male,26,72,7.5,7.5,7.5,7.5,7.5,7.5,668,226,TRUE
female,28,63,6.5,7.5,7.5,7.5,7,8,782,450,male,26,70,7,8,8,8,8,7.5,1248,289,TRUE
female,30,64,5,8,7.5,8,8.5,7.5,1448,138,male,24,72,4.5,8,7,8.5,7.5,7.5,683,216,FALSE
female,29,63,5,7.5,7.5,7.5,8,7.5,932,441,male,29,69,4.5,7.5,7.5,8,7.5,7.5,628,400,TRUE
female,28,64,4,8,7,7.5,7.5,7.5,589,323,male,29,73,4.5,8,8,7.5,8.5,7.5,1450,107,FALSE
female,25,61,6.5,8,7.5,8,8,7.5,615,202,male,25,73,6,8,7.5,8.5,8,7.5,956,209,TRUE
female,24,62,4,7.5,7.5,8,8,7.5,754,507,male,22,72,5.5,8,7.5,8,7.5,7.5,517,392,TRUE
female,25,63,6.5,7.5,7.5,7.5,7.5,7.5,531,206,male,25,68,5.5,7,6.5,7.5,7,7,577,230,FALSE
female,24,64,6.5,8,7,8,6,6.5,1004,480,male,24,68,5.5,8,7,8,7,7,1096,404,TRUE
female,23,65,5.5,7.5,7,8,7.5,7,1143,230,male,23,65,5.5,7.5,7,8,6.5,7,821,228,TRUE
female,24,64,5.5,8.5,7.5,8.5,8,7.5,866,421,male,25,74,5.5,7.5,7.5,7.5,7.5,7.5,1381,222,TRUE
female,23,67,6.5,7.5,7.5,7.5,7.5,7.5,241,63,male,23,73,6.5,7.5,7.5,7.5,8.5,8,497,221,FALSE
female,24,62,7,7.5,8,7.5,8,7.5,931,457,male,26,71,6,8,7.5,8,8,7.5,1039,221,TRUE
female,22,69,6,7.5,7.5,7.5,7.5,7.5,1418,230,male,22,76,6,7.5,7.5,7.5,7.5,7.5,1076,230,TRUE
female,21,66,6,7.5,7,7.5,7,7,978,230,male,25,70,7,8,7.5,8,7.5,7.5,1220,464,FALSE
female,27,64,6,8,7.5,8,8,7.5,772,229,male,26,75,5.5,8,7,8,7.5,7.5,1013,218,TRUE
female,28,66,5.5,7.5,7.5,8,7.5,7.5,785,407,male,32,72,6.5,7.5,7.5,7.5,7,7.5,1149,229,TRUE
female,29,64,6.5,8,7.5,7.5,7,7.5,1160,155,male,28,71,6,8,7,8,8,7.5,949,469,TRUE
female,25,63,5,7.5,8,7.5,8,7.5,1573,457,male,24,72,6,7.5,7.5,7.5,7,7.5,2151,228,TRUE
female,29,62,5.5,7.5,7.5,7.5,7.5,7.5,1336,412,male,29,68,5,8,7,8,8,7.5,675,363,TRUE
female,23,67,6,8.5,7.5,8.5,7.5,7,516,230,male,22,72,5.5,7.5,7.5,8,7.5,7.5,425,150,TRUE
female,25,68,6.5,8.5,7,8,7.5,7,607,230,male,26,71,5,8,7,8,8.5,7.5,917,486,FALSE
female,26,69,6.5,7.5,8,8,7.5,7.5,1154,473,male,26,70,6,7.5,7.5,7.5,7.5,7.5,690,230,FALSE
female,23,64,6,7.5,7.5,7.5,7.5,7.5,1995,831,male,24,70,6,8,8,8,7.5,7.5,1246,460,FALSE
female,24,65,6,8,7,8,7,7,506,451,male,26,74,5.5,8,7.5,7.5,8,7.5,154,19,FALSE
female,24,68,5.5,8,7.5,8,7.5,7.5,918,527,male,26,74,5.5,7.5,7.5,8,7.5,7.5,870,347,TRUE
female,23,68,6,7.5,8,7.5,7,6.5,214,24,male,23,78,6,7.5,8,7.5,7.5,7.5,496,229,TRUE
female,24,65,5,7.5,7.5,8,8,7.5,605,420,male,26,71,6,7.5,7.5,7.5,7.5,7,712,255,TRUE
female,24,68,6.5,7.5,8,8,7.5,7.5,334,216,male,27,72,6.5,7.5,7.5,7.5,7.5,7.5,1201,367,TRUE
female,24,64,6,7.5,7.5,7.5,7.5,7.5,1190,229,male,27,72,5.5,8,7.5,8,7.5,7.5,1448,227,TRUE
female,22,64,6,7.5,8,7.5,7,7.5,702,437,male,23,72,7,8,8,8.5,8.5,7.5,814,388,TRUE
female,25,69,6,8,7.5,8,7.5,7.5,933,230,male,23,71,5.5,8,7.5,8.5,7.5,7.5,1148,230,TRUE
female,28,66,5.5,7.5,7.5,8.5,9,7,682,198,male,28,71,4.5,8,7.5,8,8,7.5,494,316,FALSE
female,25,67,7,7.5,7.5,7.5,7.5,7,1001,230,male,26,69,5.5,8,7,8,8.5,7.5,930,230,FALSE
female,28,69,5.5,7.5,7.5,7.5,8,7.5,549,110,male,31,73,6,7.5,7.5,7.5,8.5,7.5,321,28,FALSE
female,26,71,5.5,7.5,7.5,7.5,7.5,7.5,533,559,male,26,71,5,7.5,7.5,7.5,8.5,7.5,760,124,FALSE
female,23,62,4.5,7.5,7,7.5,8.5,7.5,526,230,male,24,72,5,8,7,8.5,8.5,8,1331,201,FALSE
female,22,69,6.5,7.5,7.5,7.5,7.5,7.5,417,230,male,25,73,6,7.5,7.5,7.5,7.5,7,1178,230,TRUE
female,22,65,6.5,8,7.5,8,8,7.5,1338,228,male,23,68,5.5,8,7.5,8,8,7,1205,230,TRUE
female,26,64,7,7.5,7.5,7.5,7.5,7.5,1020,668,male,28,71,5.5,8,7.5,8,8,7.5,680,204,TRUE
female,26,68,6.5,8,7.5,7.5,7.5,7.5,689,229,male,24,70,6,8.5,7,8.5,7.5,7.5,1536,228,TRUE
female,22,67,5,7.5,7.5,7.5,8,7.5,1073,415,male,25,68,5.5,7.5,7.5,7.5,7.5,7.5,918,57,FALSE
female,25,67,4.5,7.5,7.5,7.5,7.5,7.5,1165,400,male,29,72,6,7.5,7.5,7.5,7.5,8,1176,23,TRUE
female,25,62,6.5,8,7.5,8,8.5,7.5,1385,436,male,24,69,6,7,7.5,6.5,9,8,632,151,TRUE
female,26,61,6.5,7.5,7.5,7.5,7.5,7.5,945,230,male,28,73,5.5,7.5,7.5,7.5,7.5,7.5,375,230,FALSE
female,23,70,5,8,7.5,8,7,7,490,412,male,24,71,5.5,8,7.5,7.5,7,7.5,588,217,FALSE
female,23,64,4.5,8,7,7.5,7.5,7.5,1139,434,male,26,72,6,8,7.5,7.5,7,7.5,708,229,FALSE
female,25,65,5,7.5,7.5,7.5,8,7.5,420,404,male,25,67,5.5,8,8,7.5,8,7.5,1428,411,TRUE
female,25,62,5,8,7,7.5,8.5,7,1342,449,male,25,70,5.5,9,6,8.5,7.5,7.5,541,229,TRUE
female,25,65,7.5,7.5,7.5,7.5,7.5,7.5,658,513,male,25,72,7.5,7.5,7.5,7.5,7.5,7.5,576,36,FALSE
female,24,63,6.5,7.5,7,8,7,7,1083,400,male,24,72,5.5,8,7,7.5,7.5,7.5,955,314,FALSE
female,27,68,6.5,7.5,7,7.5,7,7.5,1211,230,male,30,69,6.5,8,8,8,8.5,7.5,569,107,TRUE
female,26,71,6,8.5,7,8.5,8,7,558,383,male,26,72,5.5,8,7,8,8,7.5,586,405,TRUE
female,22,68,6,8,7.5,8,8,7.5,1377,203,male,26,74,7,7,7,7,7,7,1091,432,TRUE
female,27,65,5,8,7,8.5,8,7.5,692,432,male,26,71,5.5,8.5,7,8.5,7,7.5,674,111,TRUE
female,23,64,6,7.5,7,7.5,7,7.5,954,544,male,24,70,7.5,8,7.5,8,7.5,7.5,905,456,TRUE
female,25,67,5.5,7.5,7.5,7.5,8,7.5,1429,230,male,28,70,5.5,7.5,7.5,7.5,8.5,7.5,895,230,FALSE
female,23,61,4.5,7.5,7.5,7.5,8.5,7.5,1114,477,male,24,71,6,7.5,7,8,7.5,7,1032,230,FALSE
female,25,67,5,7,7.5,7.5,7.5,7.5,989,505,male,29,67,5.5,7.5,7.5,7.5,8.5,7.5,1624,573,FALSE
female,25,65,6,7.5,7.5,7.5,7,7.5,936,566,male,24,74,6.5,7.5,7.5,7.5,7,7.5,1237,367,TRUE
female,24,64,5.5,7.5,7,7,7.5,7.5,1238,541,male,23,76,6.5,8.5,7,8,8,7.5,935,446,FALSE
female,25,65,6,7.5,7.5,7.5,8,7.5,1950,465,male,29,72,6,7.5,7.5,7.5,8,7.5,696,222,TRUE
female,23,64,5.5,7.5,7.5,7.5,8,7.5,1072,204,male,24,69,5,8,7.5,8,8,7.5,2201,230,FALSE
female,24,66,6.5,7.5,7.5,8,7,7,467,204,male,25,73,6.5,7.5,7.5,7.5,7.5,7.5,556,230,TRUE
female,29,64,5,8,7.5,8,7,7,547,442,male,32,68,6,7,7,7.5,7.5,7,582,28,FALSE
female,23,62,5.5,7,8,7,7.5,7.5,567,476,male,25,72,5.5,7.5,7.5,7.5,8,7.5,394,68,TRUE
female,26,71,5.5,7.5,7.5,7.5,7.5,7.5,633,175,male,26,69,5.5,8,7.5,8,7.5,7.5,1090,250,FALSE
female,27,68,6,7.5,7.5,7.5,7.5,7.5,807,201,male,28,72,6.5,7,7,7.5,7.5,7.5,890,283,TRUE
female,21,63,6,8,7,8,8,7,1888,416,male,23,74,4.5,8,7.5,8,8.5,7.5,1207,448,TRUE
female,24,68,6,7.5,7.5,7.5,7.5,7.5,921,228,male,23,68,5.5,8,7,7.5,8,7.5,814,230,TRUE
female,24,66,4.5,8,7.5,8,7.5,7.5,371,160,male,23,75,4.5,7.5,8,7.5,7.5,7.5,1149,356,FALSE
female,24,62,6.5,7.5,8,7.5,8,7.5,1347,472,male,23,72,6,7.5,8,7.5,7.5,7.5,1488,466,FALSE
female,24,64,5.5,8.5,7.5,8.5,8,7.5,866,421,male,29,72,6,7.5,7.5,7.5,8,7.5,696,222,TRUE
female,23,71,5.5,7.5,7.5,7.5,8.5,7.5,630,230,male,23,73,6.5,7.5,7.5,7.5,8.5,8,497,221,FALSE
female,26,66,5.5,7.5,7.5,7.5,8,7.5,1242,405,male,28,68,6,8,7,8,7,7.5,1227,377,TRUE
female,27,67,5.5,8,7,8,7,7,1378,400,male,28,77,7.5,8,8,8,7.5,7.5,1062,261,TRUE
female,25,67,5,7.5,7.5,7.5,7.5,7.5,825,405,male,26,75,7,7.5,7,7.5,7,7,351,194,TRUE
female,29,68,5.5,7.5,7.5,7.5,7.5,7.5,1114,172,male,28,74,6,7.5,7.5,7.5,7.5,7.5,718,229,TRUE
female,24,66,6.5,7.5,7.5,7.5,7.5,7.5,1770,230,male,24,70,6,7.5,7.5,7.5,8.5,7.5,1285,220,TRUE
female,23,64,5.5,8,7.5,7.5,8,7.5,771,457,male,24,70,5.5,7.5,7.5,7.5,8,8,1107,460,TRUE
female,25,63,5.5,7.5,7.5,7.5,7.5,8,1180,230,male,25,71,5,8.5,7.5,8.5,7.5,7.5,254,284,TRUE
female,24,69,8,8,7.5,8,7.5,7.5,911,470,male,25,74,6.5,8,7.5,8,8,7.5,801,439,TRUE
female,23,60,4.5,7.5,7,7.5,8.5,7.5,601,524,male,27,69,4,8.5,7.5,8,8.5,8,839,243,TRUE
female,26,66,6,7.5,8,7.5,7.5,7.5,1396,230,male,27,69,6,8,8,8,8.5,7.5,899,207,TRUE
female,23,62,5.5,7.5,7,8,7.5,7.5,718,418,male,24,72,5.5,8,7.5,8,8.5,7.5,1280,409,FALSE
female,22,66,5,8,7,8,8,7.5,926,230,male,23,69,5,8,7,7.5,7,7.5,606,212,FALSE
female,23,64,5.5,8.5,7.5,8,8.5,7.5,1218,230,male,23,64,5.5,8,7.5,8,8,7.5,959,230,FALSE
female,22,67,5.5,7.5,7.5,8,7.5,7,952,402,male,25,71,5.5,7.5,7.5,7.5,8,7.5,888,451,TRUE
female,26,63,5.5,7.5,7.5,7.5,7.5,7.5,603,451,male,28,74,6,7.5,7.5,7.5,7.5,7.5,1545,230,TRUE
female,26,66,5,7.5,7,7.5,7.5,7.5,691,229,male,28,79,6.5,8,7.5,8,7.5,7.5,2117,230,FALSE
female,22,69,6,7.5,7.5,7.5,8,7.5,813,230,male,21,70,6.5,7.5,7.5,7.5,7,7,737,230,TRUE
female,23,62,5.5,7.5,7.5,7.5,7,7,733,230,male,23,73,6,8,7.5,8,8.5,7.5,615,230,FALSE
female,25,64,7,6.5,7.5,6.5,7,7,1936,230,male,30,74,6,7.5,7.5,7.5,8,7.5,1047,275,FALSE
female,27,67,7.5,8,8,8,7.5,7.5,910,229,male,27,73,7,8.5,8,8,7.5,7.5,823,411,TRUE
female,24,63,5,7.5,7.5,7.5,7.5,7.5,468,230,male,27,73,6,7.5,7.5,7.5,7.5,7.5,1184,230,TRUE
female,25,68,5.5,7.5,7.5,7.5,7.5,7.5,1056,405,male,24,73,6,7.5,7.5,7.5,7.5,7.5,893,212,FALSE
female,23,66,4,8,7,8.5,8,7.5,1414,523,male,27,72,5,8,7.5,7.5,8.5,7.5,758,174,TRUE
female,23,65,7,7.5,8.5,6.5,7.5,7.5,376,229,male,27,69,5.5,7.5,7.5,7.5,7.5,7.5,327,130,TRUE
female,24,65,5,7.5,7.5,8,8,7.5,849,346,male,23,70,6,7.5,7.5,7.5,8,7.5,1295,331,TRUE
female,24,61,6,7.5,7,8,7.5,7.5,564,411,male,26,76,5,7.5,7.5,7.5,7.5,7.5,963,419,TRUE
female,25,64,6,7.5,7.5,7.5,7.5,7.5,1892,230,male,26,72,5.5,7.5,7.5,8,8,7.5,974,230,TRUE
female,26,64,5.5,8,7.5,8,8,7.5,600,562,male,26,71,4,7.5,6.5,7,8.5,7.5,457,31,FALSE
female,20,66,5.5,8,7.5,8,8,7.5,1610,225,male,25,70,6,8.5,7.5,8.5,7.5,7.5,330,336,FALSE
female,25,67,5,7.5,7.5,7.5,7.5,7,821,204,male,23,71,6.5,7.5,7.5,8.5,8,7,1629,639,FALSE
female,29,62,6,8,7.5,8,7.5,7,418,489,male,36,72,4.5,7.5,7,8,8.5,7.5,300,61,TRUE
female,25,64,6,8,7.5,8,7.5,7.5,603,528,male,25,69,6.5,8,7,8,7.5,7.5,1263,420,TRUE
female,24,64,7,7.5,8,8,8,8,1855,873,male,23,70,5,8,7,7.5,7.5,7.5,1047,497,TRUE
female,23,66,6.5,8,8,8,8,7.5,2742,521,male,25,69,6.5,8,7.5,7.5,8,7,1798,661,TRUE
female,25,67,8,8,8,8,7.5,7.5,1312,434,male,27,74,5,7.5,7,7.5,7.5,7,978,444,TRUE
female,29,63,5.5,8,7.5,8.5,7.5,7.5,1285,87,male,29,71,5.5,7.5,7.5,7.5,8,8,390,214,FALSE
female,26,69,6.5,8,7.5,7.5,7.5,7.5,895,438,male,29,74,6,8,7,8,8,7.5,427,96,FALSE
female,24,62,6,8,7.5,7.5,7.5,7.5,582,229,male,24,72,6,7.5,7.5,8,7.5,7.5,912,494,FALSE
female,28,64,6.5,7.5,7.5,7.5,7.5,7.5,588,230,male,26,71,6.5,8,7,8,7.5,7.5,1192,230,FALSE
female,25,62,6,7.5,7,7.5,7,7,630,402,male,27,67,5.5,7.5,7,8,7,7,851,230,FALSE
female,26,69,5.5,8,7.5,7.5,8,8,1368,492,male,29,70,5,8.5,7,8,7.5,7.5,791,257,TRUE
female,27,67,6,8,7.5,7.5,8.5,7,942,467,male,29,73,6.5,8,7.5,8,7.5,7.5,590,192,FALSE
female,25,66,6,6,7.5,5.5,9,8.5,1697,1027,male,25,68,7,8,6.5,8.5,7,7.5,719,581,FALSE
female,22,62,4.5,7,6.5,6.5,7,7,1055,230,male,26,72,6,7.5,7.5,7.5,7.5,7.5,739,230,FALSE
female,23,60,4.5,7.5,7,7.5,8.5,7.5,601,524,male,26,75,6.5,7.5,7.5,7.5,7.5,7.5,780,144,TRUE
female,25,69,5,7.5,7.5,7.5,8,7.5,680,409,male,26,72,5,8,7.5,8,8,7.5,708,269,TRUE
female,25,68,5.5,8,7.5,8,7,7.5,1497,498,male,26,75,6.5,7.5,7.5,7.5,7.5,7.5,876,434,FALSE
female,23,69,5,8,7.5,8,8,7.5,872,486,male,30,71,6,8,7.5,8,7.5,7.5,454,263,FALSE
female,23,61,5,7.5,7.5,8,7.5,7,1200,403,male,24,72,6,8,7.5,8,7,7.5,905,378,TRUE
female,26,62,6,7.5,7.5,7.5,7.5,7,1038,448,male,25,70,5.5,7.5,7.5,8,8,7.5,1085,450,TRUE
female,23,64,5,7.5,7.5,7.5,7.5,7.5,745,230,male,25,73,5.5,8,7.5,8,8.5,7.5,830,112,FALSE
female,26,63,5,8,7.5,8,7.5,7.5,1089,447,male,26,70,5,7.5,7.5,7.5,7.5,7.5,327,54,TRUE
female,25,68,5.5,7.5,7.5,7.5,8,7.5,676,229,male,31,75,5,7.5,7.5,7.5,7.5,7.5,818,77,FALSE
female,24,64,5,7.5,7.5,7.5,7.5,7,1870,404,male,27,72,5,7.5,7.5,7.5,7,7.5,537,124,FALSE
female,28,62,7,8,7.5,8,8,7.5,1073,168,male,28,72,6.5,8,7.5,8,7,7.5,586,216,FALSE
female,27,67,4.5,7.5,7.5,8.5,7,7.5,782,430,male,27,69,5.5,7.5,7,7.5,7,7.5,538,216,TRUE
female,27,67,7,8.5,7.5,8,7.5,7.5,1137,230,male,30,75,6,8,7.5,8,7.5,7.5,758,183,TRUE
female,24,64,5.5,7.5,7,7.5,7.5,7,666,445,male,23,69,6,7.5,7.5,7.5,7.5,7,1980,228,FALSE
female,24,64,7,8,7.5,8,7.5,7.5,1267,30,male,25,74,6,8,7.5,8,7.5,7,418,227,FALSE
female,22,63,6.5,8,8,8,8.5,8,1698,230,male,23,68,5.5,8,7.5,7.5,8,7,1311,230,FALSE
female,23,66,5.5,7.5,7,7.5,8.5,7.5,1581,230,male,24,72,5.5,8,7,8,8.5,7.5,654,436,FALSE
female,23,68,5,7.5,7.5,7.5,7.5,7.5,518,227,male,28,72,6.5,7.5,7.5,7.5,7,7.5,1202,230,FALSE
female,25,66,4.5,8,7,8,7.5,7.5,505,637,male,25,71,3.5,7,7,7,7.5,7.5,656,3,TRUE
female,28,68,7,8,7.5,8,8,7.5,908,230,male,31,69,6,8.5,7.5,8,8,8,1318,229,TRUE
female,25,62,6,7.5,7.5,7.5,7.5,7.5,1061,482,male,25,73,8,8,7.5,7.5,7,7,797,521,TRUE
female,23,66,6,8,7.5,8,8,7.5,815,463,male,22,75,6,7.5,7.5,8,8.5,7.5,1149,230,FALSE
female,24,63,6,8,7.5,8,7.5,7,1119,585,male,24,72,5.5,8,7.5,8,7.5,7.5,515,401,TRUE
female,25,67,5.5,7.5,7.5,7.5,7.5,7.5,1518,230,male,26,70,5,7.5,7.5,8,7.5,7.5,998,230,TRUE
female,23,62,5.5,7.5,7.5,7.5,8.5,7,1206,561,male,24,70,5,8,7.5,7.5,8.5,7.5,1412,404,FALSE
female,24,63,5.5,7.5,7,7.5,7,7,994,445,male,25,73,5.5,7.5,7,8,7,7,667,229,FALSE
female,24,66,5.5,7.5,7.5,7.5,7,7,789,519,male,25,70,5,7.5,7.5,7.5,7,7,692,342,FALSE
female,24,70,5.5,7.5,7,7.5,7,7,648,230,male,24,70,6,7.5,7,7.5,7,6.5,581,230,FALSE
female,24,65,7,7.5,7,8,7,7,1458,626,male,29,72,6,7.5,8,7.5,8,7.5,1662,439,FALSE
female,29,71,6,8.5,7,8.5,7,7,271,98,male,27,71,8,8.5,7.5,8,8,7.5,1835,343,FALSE
female,24,67,7.5,8,7.5,8,8.5,7.5,1214,515,male,25,78,5.5,7.5,7.5,8,8,7.5,948,463,TRUE
female,24,64,6,8,7.5,7.5,7.5,7.5,636,429,male,26,72,5.5,8,7.5,7.5,7.5,7,719,429,TRUE
female,25,62,7.5,8,7.5,7.5,7,7.5,1062,230,male,28,65,5,7.5,6.5,8,8.5,7,1279,470,FALSE
female,24,63,5,7.5,7,7,8,7,483,229,male,24,71,5.5,8,7,8,8.5,7.5,1016,230,TRUE
female,25,66,5.5,7.5,7,7.5,7.5,7,1081,230,male,27,72,6,8,7.5,7.5,7.5,7.5,1365,121,TRUE
female,25,69,7,8.5,8,8,8.5,7.5,1110,739,male,25,70,7.5,8.5,7.5,8.5,8.5,8,1037,509,TRUE
female,21,65,7,7.5,8,7.5,8,8,1907,230,male,22,76,7.5,7.5,7,8,8,7.5,1182,226,TRUE
female,22,64,6,7.5,7,7.5,7.5,7,1036,213,male,24,69,6.5,8,7,8,7.5,7,753,214,TRUE
